mahjong;cambodia
jomsvikings;flag_of_india
t-34;baruch_spinoza
aircraft_carrier;south_africa
painting;project_vanguard
tennis;vincent_van_gogh
victoria_cross;world_war_i
gas_giant;folklore
shroud_of_turin;6th_century
liberalism;irish_sea
property;iron_age
imperative_programming;treaty_of_versailles
eruption_column;second_congo_war
pikachu;chemistry
sphere;edema
telephone;banana
azerbaijani_people;bronze_age
the_origin_of_species;johnston_atoll
lemon;domesticated_turkey
monaco;rocky_mountains
casimir_effect;friedrich_nietzsche
vienna;burkina_faso
shoshone_national_forest;great_pyramid_of_giza
terik;carl_jung
astrology;north_korea
human;fidel_castro
danube;music_of_hawaii
new_forest;malaria
basketball;scottish_mythology
metal;czech_republic
antonio_vivaldi;drama
music_of_italy;anschluss
serbia_and_montenegro;renaissance_music
volleyball;mount_pinatubo
tel_aviv;genoa
spanish_inquisition;eye
isis;joseph_haydn
sound;r%c3%a9union
summer;california
polish-soviet_war;aarhus
eocene;witold_pilecki
pyramid;mahatma_gandhi
dr._seuss;london_bridge
miles_davis;cologne
plains_zebra;crystal
population_history_of_american_indigenous_peoples;bulgaria
nintendo_entertainment_system;cider
stroke;united_arab_emirates
united_states_congress;sardar_vallabhbhai_patel
welding;vertebrate
j._k._rowling;mountain_gorilla
william_ii_of_england;birth_control
number;redshift
canal;brush
economics;tasmanian_devil
william_shakespeare;nintendo_ds
grover_cleveland;elagabalus
london;sand
penguin;chemistry
gravitation;poetry
scrooge_mcduck;istanbul
alfred_nobel;tokyo
life;earth
ak-47;bay_area_rapid_transit
the_x-files;ammosaurus
list_of_rivers_by_length;1896_summer_olympics
expressionism;sweden
sorrel;adolf_hitler
tree;osiris
scrooge_mcduck;1980_eruption_of_mount_st._helens
jordan_river;flag_of_india
machu_picchu;fifa
nintendo;osama_bin_laden
beaver;macedon
liquid_crystal;beatles_for_sale
moon;domesticated_turkey
renminbi;great_red_spot
weapon;dakar
zoroaster;lutetium
supermarine_spitfire;william_butler_yeats
spanish_inquisition;vietnam
statue_of_zeus_at_olympia;liberalism
arts_and_crafts;salt
list_of_elements_by_name;german_crusade%2c_1096
babur;sodium_hydroxide
jurassic;reggae
painting;julius_caesar
eskimo;chinyingi
michigan_state_university;politics
fashion;milky_way
soup;meander
gnome;soil_profile
guam;netherlands
2nd_century;world_war_ii
minoan_civilization;barbary_macaque
lung_cancer;iran
first_transcontinental_railroad;microsoft
eagle_scout_%28boy_scouts_of_america%29;australian_open
tsunami;macedon
oxyrhynchus;portugal
apple;banana
chartism;functional_programming
william_and_mary;bulgaria
capitalism;biology
ben_nevis;russian_language
heraclius;triceratops
the_cat_in_the_hat;black_sea
arnold_schwarzenegger;rhodium
birmingham;trench_warfare
monarchy;rice
ancient_egypt;civilization
italian_renaissance;lom%c3%a9
jacobite_rising;cholera
working_poor;spanish_language
boundary_waters_canoe_area_wilderness;t-34
ethanol;wheat
17th_century;edward_vi_of_england
book;tellurium
humpback_whale;melbourne
john_adams;crustacean
cryptography;george_washington
electromagnetic_radiation;leon_trotsky
bridge;pony
anteater;vanadium
martin_luther_king%2c_jr.;abkhazia
vitamin_d;grover_cleveland
wallis_and_futuna;afghanistan
libreville;special_relativity
merrimack_river;london_sewerage_system
oat;parrot
wallaby;french_revolution
electrical_resistance;african_penguin
lake_victoria;ice_hockey
el_salvador;tea
new_caledonia;attack_on_pearl_harbor
potato;eagle
allah;alcohol
lead;luftwaffe
art;nature
eritrea;lens_%28anatomy%29
drinking_water;abidjan
star_trek;wernher_von_braun
autorack;entropy
myxobolus_cerebralis;suleiman_the_magnificent
trichinosis;arithmetic
edgar_allan_poe;zebra
old_english_language;tay_rail_bridge
sea_level_rise;hungary
football;united_states_senate
gustav_holst;jupiter
blue_peter;max_planck
saltasaurus;irish_sea
hurricane_ivan;baltic_sea
orca;muhammad
great_lakes_storm_of_1913;pyramid
guatemala;qing_dynasty
gardening;battle_of_lechaeum
gettysburg_address;tellurium
13th_century;neighbours
pride_and_prejudice;bangladesh
video;china
william_wilberforce;calculus
harry_potter;renminbi
detroit%2c_michigan;rail_transport
sun_yat-sen;wolfgang_amadeus_mozart
coffee;vanilla
the_holocaust;religion
biology;mexico
florida;portugal
heliocentrism;brahman
franz_schubert;photon
john_marshall;charlemagne
elephant_bird;south_america
uzbekistan;mississippi_river
pond;science
kuala_lumpur;glastonbury_festival
crab_nebula;super_mario_64
sulfuric_acid;weapon
president_of_the_united_states;space_station
alcohol;shelduck
celtic_mythology;selenium
bald_eagle;regent%27s_park
1928_okeechobee_hurricane;nuclear_weapon
tornado;madagascar
the_dandy;cambridge
sun;battle_of_france
aluminium_chloride;parrot
oxygen;franz_schubert
university_of_bristol;julius_caesar
virus;dandelion
harold_wilson;plate_tectonics
iron;tower_of_london
bodyline;nigeria
hippopotamus;astronomy
piccadilly_circus;samarium
barbary_macaque;elephant_shrew
beer;sun
vatican_city;ancient_egypt
martin_van_buren;socrates
jesus;apple
money;philosophy
uranus;human
south_africa;uzbekistan
johannes_kepler;star_trek__the_original_series
aarhus;zirconium
accountancy;ecuador
south_ossetia;bacteria
rugby_football;fascism
zx_spectrum;japan
delhi;multiculturalism
parrot;iron
muhammad;ipod
ozone_depletion;green_woodpecker
miguel_de_cervantes;mozambique
thailand;windows_vista
ben_nevis;mark_twain_house
ramsgate;pericles
mongol_empire;the_magic_flute
peregrine_falcon;the_rolling_stones
autism;publishing
sun;diamond
erwin_rommel;chester_a._arthur
john_vanbrugh;niagara_falls
nintendo;atlantic_ocean
genealogy;last_supper
mining;oliver_twist
behavioral_finance;north_america
okapi;seaborgium
cane_toad;lille
gnu;amur
hurricane_ivan;united_kingdom
william_hogarth;thucydides
virginian_railway;tigris
john_howard;battle_of_midway
sweden;stratford-upon-avon
florida;dingo
cape_canaveral;mary_ii_of_england
adolf_hitler;henry_ford
aircraft;bangladesh
mexico;lithium
amazon_basin;atonality
aids;paprika
genetic_code;m6_motorway
dark_ages;abraham_lincoln
train;mexico
senegal;eyelid
fatty_acid;dolphin
sputnik_2;time_zone
corrosion;john_sentamu
the_hague;paleontology
newspaper;boeing_747
american_football;pyongyang
harold_wilson;apollo_8
dada;nashville%2c_tennessee
philosophy_of_mind;ethiopia
north_atlantic_oscillation;macintosh
cave;drama
music;weapon
potassium_nitrate;hovercraft
dodo;jimmy_carter
theropoda;novel
nintendo;cheese
myocardial_infarction;leonardo_da_vinci
thrush_%28bird%29;michael_jordan
franks;catholic_social_teaching
tobacco;giant_panda
hong_kong;eyelid
henry_vii_of_england;religion
arctic_monkeys;mercia
charles_babbage;bismuth
river_severn;wood
african_union;bologna
prospecting;9th_century
chemistry;emperor_penguin
koryaksky;55_cancri_e
oppression;confucius
samoa;nintendo_entertainment_system
planet;advertising
cyberpunk;synthesizer
water_resources;chile
fennel;german_language
flood;space_shuttle_program
nitrification;persian_empire
ferdinandea;nineteen_eighty-four
sahara;great_red_spot
ramsgate;u.s._open_%28tennis%29
sitting_bull;order_of_the_bath
binoculars;crystal
alliterative_verse;mississippi_river
barium;flamingo
water;ice
christopher_columbus;fluorine
sri_lanka;pakistan
great_black-backed_gull;nile
bat;palm_oil
finance;bolivia
alphabet;franklin_pierce
harvest;oceanography
wave%e2%80%93particle_duality;hurricane_philippe_%282005%29
iraq;guqin
second_boer_war;prostate_cancer
british_east_india_company;royal_navy
national_parks_of_england_and_wales;plasma_%28physics%29
matilda_of_boulogne;peanut
confucius;solar_eclipse
latvia;germanium
lavender;flute
alco_fa;civil_society
trout;battle_of_jutland
jordan;hyde_park%2c_london
order_of_the_garter;iceland
chicago;dubai
history_of_alaska;muhammad_ali_jinnah
seychelles;nickel
baboon;mozilla_firefox
tour_de_france;herbivore
autocracy;england
5th_century;nuclear_weapon
fossil;art
ukraine;buffy_the_vampire_slayer
infrastructure;cotton
paul_mccartney;chemistry
game;sputnik_2
photosynthetic_reaction_centre;qin_dynasty
banana;greenland
ptolemy;mars
snowy_owl;ben_jonson
fennel;richard_nixon
royal_dutch_shell;westminster_abbey
itunes;animal
cactus;mumbai
gold;ariel_sharon
adam_smith;plant
hampstead_heath;lake_albert
mao_zedong;namibia
moldovans;francis_drake
color_blindness;rapping
galileo_galilei;vienna
hawk;grover_cleveland
climate_change;tide
morecambe_bay;salsa_music
helsinki;buddhism
hurricane_georges;buddhism
bill_clinton;parliament_of_canada
norwich;telephone
u.s._navy_marine_mammal_program;casimir_effect
aircraft;chola_dynasty
united_states;manuel_i_komnenos
taipei;cell_%28biology%29
royal_marines;swiss_federal_council
edible_salt;salt
brunei;indonesia
heraclius;the_holocaust
greenland;confucianism
zebra;mongol_empire
tide;quantum_computer
malaspina_glacier;scotland_in_the_high_middle_ages
ordinary_differential_equation;cataract
isis;charles_dickens
davis_cup;canada
electronics;italian_renaissance
vampire;google
granite;giraffe
bbc;bill_clinton
music_of_hungary;functional_programming
swastika;vowel
volt;theodore_roosevelt
manila;monopoly_%28game%29
archaeoastronomy;laos
zinc;anthony_van_dyck
charles_babbage;seychelles
antwerp;able_archer_83
fair_isle;education_in_the_united_states
fieldfare;1896_summer_olympics
atheism;william_renshaw
shining_path;dover
list_of_popes;gmail
edward_vii_of_the_united_kingdom;muhammad
emirate;meat
tasmanian_devil;hyena
permian;agriculture
berlin_wall;calgary
mechanical_work;vietnam
colombo;adelaide
dog;adolf_hitler
history_of_science;hurricane_katrina
telescope;qin_shi_huang
insect;cornell_university
alzheimer%27s_disease;amtrak
flag_of_south_africa;unix
beaver;allah
georg_cantor;mount_everest
charles_etienne_brasseur_de_bourbourg;permian
cornea;globe_theatre
sun;africa
wildebeest;adolf_hitler
anne_of_great_britain;netball
photography;toronto
the_lord_of_the_rings_film_trilogy;invertebrate
colima_%28volcano%29;police_state
latin_america;imperative_programming
hammurabi;tropical_storm_harvey_%282005%29
mesopotamia;windsor_castle
rocky_mountains;flag_of_india
bt_tower;tim_henman
a_christmas_carol;agamemnon
angkor;mario
japanese_yen;tony_blair
danube;england
vladimir_lenin;helium
rubik%27s_cube;algorithm
google;germany
vowel;automobile
cerium;nashville%2c_tennessee
ladysmith_black_mambazo;carboniferous
john_of_england;mona_lisa
lhasa;akrotiri_and_dhekelia
google;sierra_leone
prime_number;tiger_shark
kylie_minogue;vitamin
dvd;columbine_high_school_massacre
sputnik_2;islam
pea;scottish_episcopal_church
university_of_texas_at_austin;persian_empire
ulysses_s._grant;benito_mussolini
forrest_gump;irish_theatre
solomon_islands;sea
landform;brazil
marcus_allen;cotopaxi
multiculturalism;washington%2c_d.c.
hong_kong;fossil_fuel
baboon;vitamin_c
c._s._lewis;beer
whale_song;meteorology
vietnam;bottlenose_dolphin
prague;civilization
shanghai;scottish_highlands
gunpowder;vitamin_c
amtrak;berlin_wall
clay;steam_engine
tennis;david_beckham
meteorology;georgia_%28country%29
sri_lanka;richard_iii_of_england
kargil_war;aircraft_carrier
abbot;hsbc
behistun_inscription;karachi
list_of_u.s._states_by_date_of_statehood;byzantine_empire
hong_kong;interpol
mistle_thrush;san_marino
fertilizer;china
the_lion_king;microsoft
cancer;serbia
globular_cluster;mango
baker_island;sony
u.s._state;mars
supermarine_spitfire;weather_forecasting
australian_english;yom_kippur_war
the_simpsons;god
henry_ford;el_salvador
cotton;mumbai
david_hume;canadian_house_of_commons
james_d._watson;haiti
rugby_world_cup;ordinary_differential_equation
toronto;flanders
death_valley_national_park;california
cambridge;ice
mount_everest;list_of_u.s._states_by_date_of_statehood
celtic_mythology;lille
tgv;color_blindness
africa;sleep
irish_people;battle_of_the_bulge
wta_tour_championships;ceratopsidae
graphic_novel;banana
lavender;gabon
michael_faraday;yeast
continental_crust;americium
djibouti;esperanto
12th_century;edinburgh
iron_maiden;cricket
telescope;dik-dik
yak;salt_lake_city%2c_utah
cambridge;kenya
arugula;bean
space_station;hurricane_camille
piccadilly_circus;luminiferous_aether
orkney;longship
iridium;akkadian_empire
archimedes;charles_v%2c_holy_roman_emperor
spanish_inquisition;parliament_of_the_united_kingdom
55_cancri_c;african_great_lakes
turquoise;cold_war
quark;bronze_age
invertebrate;canadian_senate
lilongwe;iran
common_cuckoo;angkor
pelycosaur;euro
odin;samoa
radio_telescope;cyprus
brazil;giraffe
ice;osaka
hurricane_andrew;capital
virus;earth%27s_atmosphere
ammosaurus;albinism
carl_sagan;malta
hurricane_vince_%282005%29;noam_chomsky
the_beatles;mind
crocodile;sea
battle_of_marathon;mahatma_gandhi
russia;psychology
taoism;steel
mario;fish
heliocentrism;baghdad
armadillo;apollo_11
great_barrier_reef;guitar
fedora_core;wright_brothers
e._e._cummings;bacteria
ska;water
malcolm_x;singapore
craton;afghan_hound
ivory;tank
health;tern
hd_209458_b;literacy
wright_brothers;latin
florida_east_coast_railway;nitrogen_fixation
bird;seoul
sociology;sigmund_freud
richard_iii_of_england;jackie_robinson
hurricane_alex_%282004%29;saturn
ike_altgens;norway
optical_microscope;continental_crust
anarchism;cereal
titanium;fifa
astatine;ununoctium
jesus;philosophy
aphid;buenos_aires
poetry_of_the_united_states;italy
population_history_of_american_indigenous_peoples;mercury_%28element%29
james_lovelock;south_korea
mustard_seed;guadeloupe
sun;american_popular_music
panama;isaac
manifest_destiny;ecology
music_of_spain;bassoon
poetry;globalization
f-4_phantom_ii;hatshepsut
beryllium;brass_instrument
martin_luther;political_economy
political_integration_of_india;varanasi
laozi;oligarchy
viking;nature
pinworm;dominican_republic
athena;thallium
japan;canada
tooth_development;plesiosaur
cai_lun;black_hole
philippines;osama_bin_laden
cotswolds;coronation_street
theatre;topology
u.s._open_%28tennis%29;the_legend_of_zelda_series
neptune;cassini-huygens
cheese;cairo
zambia;weed
ming_dynasty;tobacco
internet;cat
history_of_post-soviet_russia;compact_disc
leif_ericson;adolf_hitler
augustan_literature;soil_salination
basketball;thomas_more
fungus;djibouti
eritrea;ancient_greece
seaborgium;renaissance_music
park;virus
lightning_rod;brazil
the_beatles;philippines
punctuated_equilibrium;wave
atlantis;lord%27s_resistance_army
nahuatl_language;svart%c3%a1lfar
mass_rapid_transit_%28singapore%29;william_and_mary
fruit;oxygen
music_of_the_bahamas;the_temptations
iran;middle_east
absolute_zero;solar_eclipse
malcolm_ii_of_scotland;republic_of_ireland
sweden;genghis_khan
battle_of_gettysburg;first_macedonian_war
victoria_cross;roman_villa
praia;antarctica
mount_pinatubo;minneapolis%2c_minnesota
kashmir_region;claudius
riyadh;galileo_galilei
extinct_birds;writing
sound;bird_migration
capital;vitamin_c
fern;vegetable
european_union;akrotiri_and_dhekelia
bird;african_great_lakes
solar_system;du_fu
philadelphia;sputnik_program
imagism;california
sd26;athens
hopman_cup;holy_roman_empire
day;time
gnu;space_shuttle_program
internet;banana
flood;wta_tour_championships
wales;sikkim
richard_francis_burton;brahman
miguel_de_cervantes;mendelevium
kevin_spacey;augustus
paleocene;american_football
doha;microsoft
star_trek;turtle
board_game;crusades
the_supremes;history_of_greece
yemen;city
battle_of_gettysburg;hutu
gas;flood
mark_webber;martin_luther
spanish_armada;port_louis
herbivore;francium
boron;lima
equatorial_guinea;liverpool_and_manchester_railway
butter;milk
the_beatles;sumo
hepatocellular_carcinoma;iron
velociraptor;adolf_hitler
limerick;western_roman_empire
novel;shroud_of_turin
mathematics;wombat
essential_oil;tornado
radar;weed
trafalgar_square;georgia_%28country%29
borage;marie_curie
andrew_carnegie;italy
edward_v_of_england;richard_iii_%28play%29
soil_moisture;cider
christina_aguilera;war
yellowstone_national_park;physics
shaka;pneumonia
local_government_in_the_united_kingdom;flag_of_india
samarium;rugby_football
universe;neon
archaeopteryx;qur%27an
einsteinium;mikhail_gorbachev
venezuela;business
hey_jude;ronald_reagan
multiple_sclerosis;4th_century
badminton;walrus
music_of_spain;babur
playing_card;ethics
antoine_lavoisier;charles_darwin
university_of_bristol;2004_atlantic_hurricane_season
humpback_whale;musical_instrument
dutch_language;doctor_who
baseball;fish
desert;cane_toad
history_of_the_world;stephen_of_england
insect;periodic_table
heliocentrism;order_of_the_garter
macedon;tiger
blaise_pascal;egypt
william_ii_of_england;asia
craters_of_the_moon_national_monument_and_preserve;european_parliament
elizabeth_ii_of_the_united_kingdom;wallaby
saint_lawrence_seaway;rhodium
minoan_civilization;einsteinium
henry_morrison_flagler;suez_canal
platinum;fossil_fuel
pete_sampras;manifold
new_forest;hurricane_katrina
raven;dark_ages
cocoa;snow
super_mario_64;sickle-cell_disease
buddhism;freetown
child;trench_warfare
